event_url,subtype,product_url,product_title,price_gbp,availability,date_start,date_end,event_location,map_method,confidence
https://www.alanranger.com/beginners-photography-lessons/rps-courses-rps-distinctions-mentoring-3,course,https://www.alanranger.com/photography-services-near-me/rps-mentoring-photography-course,"RPS Courses - Independent RPS Mentoring for RPS Distinctions",395,InStock,"2025-12-01 19:00:00+00","2025-12-01 21:00:00+00","Online - Virtual Class - Zoom Meeting",auto,
https://www.alanranger.com/beginners-photography-lessons/camera-courses-for-beginners-coventry-2n74k,course,https://www.alanranger.com/photography-services-near-me/beginners-photography-course,"Beginners Photography Course | 3 Weekly Evening Classes",150,InStock,"2025-12-02 19:00:00+00","2025-12-02 21:00:00+00",Coventry,auto,
https://www.alanranger.com/photographic-workshops-near-me/woodland-photography-walk-solihull-hay-woods,workshop,https://www.alanranger.com/photo-workshops-uk/woodland-photography-walk-warwickshire,"WARWICKSHIRE Woodland PHOTOGRAPHY WALKS - Monthly - 2hrs",15,InStock,"2025-12-05 09:30:00+00","2025-12-05 11:30:00+00",Solihull,auto,
https://www.alanranger.com/photographic-workshops-near-me/woodland-photography-walk-coventry-tile-hill,workshop,https://www.alanranger.com/photo-workshops-uk/garden-photography-workshop,"The Art of GARDEN PHOTOGRAPHY  - Coventry -  May and July",35,InStock,"2025-12-08 09:30:00+00","2025-12-08 11:30:00+00",Coventry,auto,
https://www.alanranger.com/beginners-photography-lessons/camera-courses-for-beginners-coventry-dg9pz,course,https://www.alanranger.com/photography-services-near-me/beginners-photography-course,"Beginners Photography Course | 3 Weekly Evening Classes",150,InStock,"2025-12-09 19:00:00+00","2025-12-09 21:00:00+00",Coventry,auto,
https://www.alanranger.com/beginners-photography-lessons/camera-courses-for-beginners-coventry-nhjlm,course,https://www.alanranger.com/photography-services-near-me/beginners-photography-course,"Beginners Photography Course | 3 Weekly Evening Classes",150,InStock,"2025-12-16 19:00:00+00","2025-12-16 21:00:00+00",Coventry,auto,
https://www.alanranger.com/photographic-workshops-near-me/woodland-photography-walk-hay-woods,workshop,https://www.alanranger.com/photo-workshops-uk/woodland-photography-walk-warwickshire,"WARWICKSHIRE Woodland PHOTOGRAPHY WALKS - Monthly - 2hrs",15,InStock,"2026-01-02 09:30:00+00","2026-01-02 11:30:00+00",Solihull,auto,
https://www.alanranger.com/beginners-photography-lessons/camera-courses-for-beginners-coventry-wk1,course,https://www.alanranger.com/photography-services-near-me/beginners-photography-course,"Beginners Photography Course | 3 Weekly Evening Classes",150,InStock,"2026-01-06 19:00:00+00","2026-01-06 21:00:00+00",Coventry,auto,
https://www.alanranger.com/beginners-photography-lessons/lightroom-photo-editing-classes-wk1-kdh5k,course,https://www.alanranger.com/photography-services-near-me/lightroom-courses-for-beginners-coventry,"Lightroom Courses for Beginners Photo Editing - Coventry",19.99,InStock,"2026-01-07 19:00:00+00","2026-01-07 21:00:00+00",Coventry,auto,
https://www.alanranger.com/photographic-workshops-near-me/secrets-of-woodland-photography-masterclass-winter,workshop,https://www.alanranger.com/photo-workshops-uk/garden-photography-workshop,"The Art of GARDEN PHOTOGRAPHY  - Coventry -  May and July",35,InStock,"2026-01-11 10:00:00+00","2026-01-11 16:00:00+00",Coventry,auto,
https://www.alanranger.com/beginners-photography-lessons/camera-courses-for-beginners-coventry-,course,https://www.alanranger.com/photography-services-near-me/beginners-photography-course,"Beginners Photography Course | 3 Weekly Evening Classes",150,InStock,"2026-01-13 19:00:00+00","2026-01-13 21:00:00+00",Coventry,auto,
https://www.alanranger.com/beginners-photography-lessons/lightroom-photo-editing-classes-wk2-n8l4l,course,https://www.alanranger.com/photography-services-near-me/lightroom-courses-for-beginners-coventry,"Lightroom Courses for Beginners Photo Editing - Coventry",19.99,InStock,"2026-01-14 19:00:00+00","2026-01-14 21:00:00+00",Coventry,auto,
https://www.alanranger.com/photographic-workshops-near-me/dorset-photography-workshop,workshop,https://www.alanranger.com/photo-workshops-uk/dorset-landscape-photography-workshop,"DORSET Landscape Photography Workshop Purbeck 16 - 18 Jan",925,InStock,"2026-01-16 14:00:00+00","2026-01-18 14:00:00+00",Dorset,auto,
https://www.alanranger.com/beginners-photography-lessons/camera-courses-for-beginners-coventry-be4sb,course,https://www.alanranger.com/photography-services-near-me/beginners-photography-course,"Beginners Photography Course | 3 Weekly Evening Classes",150,InStock,"2026-01-20 19:00:00+00","2026-01-20 21:00:00+00",Coventry,auto,
https://www.alanranger.com/beginners-photography-lessons/lightroom-photo-editing-classes-wk3-7cd64,course,https://www.alanranger.com/photography-services-near-me/lightroom-courses-for-beginners-coventry,"Lightroom Courses for Beginners Photo Editing - Coventry",19.99,InStock,"2026-01-21 19:00:00+00","2026-01-21 21:00:00+00",Coventry,auto,
https://www.alanranger.com/photographic-workshops-near-me/lake-district-photography-workshop-winter,workshop,https://www.alanranger.com/photo-workshops-uk/lake-district-photography-workshop,"LAKE DISTRICT Photography Workshops - Jan - Mar - Sep - Nov",1050,InStock,"2026-01-23 09:30:00+00","2026-01-25 14:30:00+00","Lake District",auto,
https://www.alanranger.com/photographic-workshops-near-me/landscape-photography-wales-gower-peninsular,workshop,https://www.alanranger.com/photo-workshops-uk/landscape-photography-wales-photo-workshop,"GOWER Landscape Photography Wales - 30 Jan - 1 Feb 2026",825,InStock,"2026-01-30 10:00:00+00","2026-02-01 14:00:00+00","wales - Gower Peninsular",auto,
https://www.alanranger.com/photographic-workshops-near-me/woodland-photography-walk-coventry-cv4,workshop,https://www.alanranger.com/photo-workshops-uk/garden-photography-workshop,"The Art of GARDEN PHOTOGRAPHY  - Coventry -  May and July",35,InStock,"2026-02-02 09:30:00+00","2026-02-02 11:30:00+00",Coventry,auto,
https://www.alanranger.com/beginners-photography-lessons/camera-courses-for-beginners-week-1,course,https://www.alanranger.com/photography-services-near-me/beginners-photography-course,"Beginners Photography Course | 3 Weekly Evening Classes",150,InStock,"2026-02-04 19:00:00+00","2026-02-04 21:00:00+00","Alan Ranger Photography",auto,
https://www.alanranger.com/beginners-photography-lessons/camera-courses-for-beginners-wk2,course,https://www.alanranger.com/photography-services-near-me/beginners-photography-course,"Beginners Photography Course | 3 Weekly Evening Classes",150,InStock,"2026-02-11 19:00:00+00","2026-02-11 21:00:00+00","Alan Ranger Photography",auto,
https://www.alanranger.com/photographic-workshops-near-me/norfolk-photography-workshop,workshop,https://www.alanranger.com/photo-workshops-uk/landscape-photography-workshop-norfolk,"Landscape Photography Workshop NORFOLK - Coastal 12 - 14 Sep",975,InStock,"2026-02-13 09:30:00+00","2026-02-15 14:00:00+00",Norfolk,auto,
https://www.alanranger.com/beginners-photography-lessons/camera-courses-for-beginners-week-3,course,https://www.alanranger.com/photography-services-near-me/beginners-photography-course,"Beginners Photography Course | 3 Weekly Evening Classes",150,InStock,"2026-02-18 19:00:00+00","2026-02-18 21:00:00+00","Alan Ranger Photography",auto,
https://www.alanranger.com/photographic-workshops-near-me/hartland-quay-devon-seascapes-ynfcl,workshop,https://www.alanranger.com/photo-workshops-uk/landscape-photography-devon-hartland-quay,"Landscape Photography DEVON Workshops - Various Dates",750,InStock,"2026-02-19 12:30:00+00","2026-02-22 12:30:00+00",Devon,auto,
https://www.alanranger.com/photographic-workshops-near-me/northumberland-landscape-photography-workshop,workshop,https://www.alanranger.com/photo-workshops-uk/coastal-northumberland-photography-workshops,"NORTHUMBERLAND Photography Workshops - Feb 26 - Mar 1",995,InStock,"2026-02-26 14:00:00+00","2026-03-01 14:00:00+00",Northumberland,auto,
https://www.alanranger.com/photographic-workshops-near-me/dingle-kerry-ireland-photography-workshop,workshop,https://www.alanranger.com/photo-workshops-uk/ireland-photography-workshops-dingle,"KERRY - Southern Ireland Photography Workshop - Mar 2026",1595,InStock,"2026-03-05 10:30:00+00","2026-03-09 15:00:00+00","Ireland - Dingle",auto,
https://www.alanranger.com/photographic-workshops-near-me/landscape-photography-snowdonia-workshop,workshop,https://www.alanranger.com/photo-workshops-uk/landscape-photography-snowdonia-workshops,"Landscape Photography SNOWDONIA - Sat 7th - Sun 8th Mar 2026",595,InStock,"2026-03-07 10:00:00+00","2026-03-08 16:00:00+00","Wales - Snowdonia",auto,
https://www.alanranger.com/photographic-workshops-near-me/fairy-glen-betws-y-coed-photography,workshop,https://www.alanranger.com/photo-workshops-uk/landscape-photography-wales-photo-workshop,"GOWER Landscape Photography Wales - 30 Jan - 1 Feb 2026",825,InStock,"2026-03-07 10:00:00+00","2026-03-07 13:30:00+00","Wales - Snowdonia",auto,
https://www.alanranger.com/beginners-photography-lessons/camera-courses-for-beginners-coventry-7breh,course,https://www.alanranger.com/photography-services-near-me/beginners-photography-course,"Beginners Photography Course | 3 Weekly Evening Classes",150,InStock,"2026-03-09 19:00:00+00","2026-03-09 21:00:00+00","Alan Ranger Photography",auto,
https://www.alanranger.com/beginners-photography-lessons/camera-courses-for-beginners-coventry-hl4tm,course,https://www.alanranger.com/photography-services-near-me/beginners-photography-course,"Beginners Photography Course | 3 Weekly Evening Classes",150,InStock,"2026-03-16 19:00:00+00","2026-03-16 21:00:00+00",Coventry,auto,
https://www.alanranger.com/photographic-workshops-near-me/lake-district-photography-workshop-spring,workshop,https://www.alanranger.com/photo-workshops-uk/lake-district-photography-workshop,"LAKE DISTRICT Photography Workshops - Jan - Mar - Sep - Nov",1050,InStock,"2026-03-20 09:30:00+00","2026-03-22 13:30:00+00","Lake District",auto,
https://www.alanranger.com/beginners-photography-lessons/camera-courses-for-beginners-coventry-s2klg,course,https://www.alanranger.com/photography-services-near-me/beginners-photography-course,"Beginners Photography Course | 3 Weekly Evening Classes",150,InStock,"2026-03-23 19:00:00+00","2026-03-23 21:00:00+00",Coventry,auto,
https://www.alanranger.com/photographic-workshops-near-me/landscape-photography-workshops-yorkshire,workshop,https://www.alanranger.com/photo-workshops-uk/north-yorkshire-landscape-photography,"NORTH YORKSHIRE Landscape Photography Workshop - May and Sep",1450,InStock,"2026-03-26 14:00:00+00","2026-03-29 14:00:00+00","North Yorkshire Moors and Coast",auto,
https://www.alanranger.com/photographic-workshops-near-me/sunset-chesterton-windmill-spring,workshop,https://www.alanranger.com/photo-workshops-uk/photography-workshops-chesterton-windmill,"Photography Workshops CHESTERTON WINDMILL - Warwickshire",65,InStock,"2026-03-30 17:30:00+00","2026-03-30 19:30:00+00",Warwickshire,auto,
https://www.alanranger.com/photographic-workshops-near-me/long-exposure-photography-workshop-kenilworth2,workshop,https://www.alanranger.com/photo-workshops-uk/long-exposure-photography-kenilworth,"Long Exposure Photography Workshop KENILWORTH Sunset",65,InStock,"2026-03-31 18:00:00+00","2026-03-31 20:00:00+00",Kenilworth,auto,
https://www.alanranger.com/photographic-workshops-near-me/yorkshire-dales-photography-workshop,workshop,https://www.alanranger.com/photo-workshops-uk/yorkshire-dales-photography-workshops,"Landscape YORKSHIRE DALES Photography Workshop - 3 - 5 Oct",825,InStock,"2026-04-10 10:00:00+00","2026-04-12 14:00:00+00","Yorkshire Dales",auto,
https://www.alanranger.com/photographic-workshops-near-me/long-exposure-photo-workshop-sunset-kenilworth,workshop,https://www.alanranger.com/photo-workshops-uk/long-exposure-photography-kenilworth,"Long Exposure Photography Workshop KENILWORTH Sunset",65,InStock,"2026-04-13 18:30:00+00","2026-04-13 20:30:00+00",Kenilworth,auto,
https://www.alanranger.com/photographic-workshops-near-me/secrets-of-woodland-photography-masterclass-spring,workshop,https://www.alanranger.com/photo-workshops-uk/secrets-of-woodland-photography-workshop,"The Secret of WOODLAND PHOTOGRAPHY- 1-Day Jan, Apr, Aug, Oct",125,InStock,"2026-04-19 10:00:00+00","2026-04-19 16:00:00+00",Coventry,auto,
https://www.alanranger.com/photographic-workshops-near-me/bluebell-photography-photo-workshop-warwickshire-20,workshop,https://www.alanranger.com/photo-workshops-uk/bluebell-woodlands-photography-workshops,"BLUEBELL WOODLANDS Photography - Warks - 20 Apr- 01 May",125,InStock,"2026-04-20 05:45:00+00","2026-04-20 09:45:00+00",Warwickshire,auto,
https://www.alanranger.com/photographic-workshops-near-me/bluebell-photography-photo-workshop-warwickshire-21,workshop,https://www.alanranger.com/photo-workshops-uk/bluebell-woodlands-photography-workshops,"BLUEBELL WOODLANDS Photography - Warks - 20 Apr- 01 May",125,InStock,"2026-04-21 05:45:00+00","2026-04-21 15:00:00+00",Warwickshire,auto,
https://www.alanranger.com/photographic-workshops-near-me/bluebell-photography-photo-workshop-warwickshire-22,workshop,https://www.alanranger.com/photo-workshops-uk/bluebell-woodlands-photography-workshops,"BLUEBELL WOODLANDS Photography - Warks - 20 Apr- 01 May",125,InStock,"2026-04-22 05:45:00+00","2026-04-22 15:00:00+00",Warwickshire,auto,
https://www.alanranger.com/photographic-workshops-near-me/bluebell-photography-photo-workshop-warwickshire-23,workshop,https://www.alanranger.com/photo-workshops-uk/bluebell-woodlands-photography-workshops,"BLUEBELL WOODLANDS Photography - Warks - 20 Apr- 01 May",125,InStock,"2026-04-23 05:45:00+00","2026-04-23 15:00:00+00",Warwickshire,auto,
https://www.alanranger.com/photographic-workshops-near-me/bluebell-photography-photo-workshop-warwickshire-24,workshop,https://www.alanranger.com/photo-workshops-uk/bluebell-woodlands-photography-workshops,"BLUEBELL WOODLANDS Photography - Warks - 20 Apr- 01 May",125,InStock,"2026-04-24 05:45:00+00","2026-04-24 15:00:00+00",Warwickshire,auto,
https://www.alanranger.com/photographic-workshops-near-me/bluebell-photography-photo-workshop-warwickshire-25,workshop,https://www.alanranger.com/photo-workshops-uk/bluebell-woodlands-photography-workshops,"BLUEBELL WOODLANDS Photography - Warks - 20 Apr- 01 May",125,InStock,"2026-04-25 05:45:00+00","2026-04-25 15:00:00+00",Warwickshire,auto,
https://www.alanranger.com/photographic-workshops-near-me/bluebell-photography-photo-workshop-warwickshire-17,workshop,https://www.alanranger.com/photo-workshops-uk/bluebell-woodlands-photography-workshops,"BLUEBELL WOODLANDS Photography - Warks - 20 Apr- 01 May",125,InStock,"2026-04-26 05:45:00+00","2026-04-26 09:45:00+00",Warwickshire,auto,
https://www.alanranger.com/photographic-workshops-near-me/bluebell-photography-photo-workshop-warwickshire-18,workshop,https://www.alanranger.com/photo-workshops-uk/bluebell-woodlands-photography-workshops,"BLUEBELL WOODLANDS Photography - Warks - 20 Apr- 01 May",125,InStock,"2026-04-27 05:45:00+00","2026-04-27 15:00:00+00",Warwickshire,auto,
https://www.alanranger.com/photographic-workshops-near-me/bluebell-photography-photo-workshop-warwickshire-19,workshop,https://www.alanranger.com/photo-workshops-uk/bluebell-woodlands-photography-workshops,"BLUEBELL WOODLANDS Photography - Warks - 20 Apr- 01 May",125,InStock,"2026-04-28 05:45:00+00","2026-04-28 15:00:00+00",Warwickshire,auto,
https://www.alanranger.com/photographic-workshops-near-me/bluebell-photography-photo-workshop-warwickshire-29,workshop,https://www.alanranger.com/photo-workshops-uk/bluebell-woodlands-photography-workshops,"BLUEBELL WOODLANDS Photography - Warks - 20 Apr- 01 May",125,InStock,"2026-04-29 05:45:00+00","2026-04-29 15:00:00+00",Warwickshire,auto,
https://www.alanranger.com/photographic-workshops-near-me/bluebell-photography-photo-workshop-warwickshire-30,workshop,https://www.alanranger.com/photo-workshops-uk/bluebell-woodlands-photography-workshops,"BLUEBELL WOODLANDS Photography - Warks - 20 Apr- 01 May",125,InStock,"2026-04-30 05:45:00+00","2026-04-30 15:00:00+00",Warwickshire,auto,
https://www.alanranger.com/photographic-workshops-near-me/bluebell-photography-photo-workshop-warwickshire-01,workshop,https://www.alanranger.com/photo-workshops-uk/abstract-and-macro-photography-workshops,"MACRO Photography Workshops Warwickshire - Feb and Mar",65,InStock,"2026-05-01 05:45:00+00","2026-05-01 15:00:00+00",Warwickshire,auto,
https://www.alanranger.com/photographic-workshops-near-me/long-exposure-photography-burnham-on-sea,workshop,https://www.alanranger.com/photo-workshops-uk/long-exposure-photography-workshops-burnham,"BURNHAM ON SEA Long Exposure Photography Workshop 23 Aug",75,InStock,"2026-05-02 18:30:00+00","2026-05-02 21:00:00+00",Somerset,auto,
https://www.alanranger.com/photographic-workshops-near-me/woodland-photography-walk-meriden-millisons-wood,workshop,https://www.alanranger.com/photo-workshops-uk/woodland-photography-walk-warwickshire,"WARWICKSHIRE Woodland PHOTOGRAPHY WALKS - Monthly - 2hrs",15,InStock,"2026-05-03 09:30:00+00","2026-05-03 11:30:00+00",Meriden,auto,
https://www.alanranger.com/photographic-workshops-near-me/fairy-glen-photography-betws-y-coed,workshop,https://www.alanranger.com/photo-workshops-uk/landscape-photography-snowdonia-workshops,"Landscape Photography SNOWDONIA - Sat 7th - Sun 8th Mar 2026",595,InStock,"2026-05-08 10:00:00+00","2026-05-08 13:30:00+00","Snowdonia National Park",auto,
https://www.alanranger.com/photographic-workshops-near-me/anglesey-photography-workshop-wales,workshop,https://www.alanranger.com/photo-workshops-uk/landscape-photography-workshops-anglesey,"ANGLESEY Landscape Photography Workshop -  May 2026",795,InStock,"2026-05-08 15:00:00+00","2026-05-10 15:00:00+00","Wales - Anglesey",auto,
https://www.alanranger.com/photographic-workshops-near-me/peak-district-photography-workshops-spring,workshop,https://www.alanranger.com/photo-workshops-uk/landscape-peak-district-photography-workshops-derbyshire,"PEAK DISTRICT Photography Workshops - May, Oct and Nov",175,InStock,"2026-05-16 09:30:00+00","2026-05-16 16:00:00+00","Peak District",auto,
https://www.alanranger.com/photographic-workshops-near-me/abstract-and-macro-photography-workshop-coventry,workshop,https://www.alanranger.com/photo-workshops-uk/abstract-and-macro-photography-workshops,"MACRO Photography Workshops Warwickshire - Feb and Mar",65,InStock,"2026-05-17 10:00:00+00","2026-05-17 12:30:00+00",Warwickshire,auto,
https://www.alanranger.com/photographic-workshops-near-me/garden-photography-workshop-mxyms,workshop,https://www.alanranger.com/photo-workshops-uk/garden-photography-workshop,"The Art of GARDEN PHOTOGRAPHY  - Coventry -  May and July",35,InStock,"2026-05-17 15:00:00+00","2026-05-17 17:00:00+00",Coventry,auto,
https://www.alanranger.com/photographic-workshops-near-me/sunset-chesterton-windmill-photography-workshop,workshop,https://www.alanranger.com/photo-workshops-uk/photography-workshops-chesterton-windmill,"Photography Workshops CHESTERTON WINDMILL - Warwickshire",65,InStock,"2026-05-18 18:30:00+00","2026-05-18 21:00:00+00",Warwickshire,auto,
https://www.alanranger.com/photographic-workshops-near-me/exmoor-photography-workshops-seascapes-lynmouth,workshop,https://www.alanranger.com/photo-workshops-uk/landscape-photography-devon-hartland-quay,"Landscape Photography DEVON Workshops - Various Dates",750,InStock,"2026-05-23 10:00:00+00","2026-05-24 15:30:00+00","North Devon/Exmoor",auto,
https://www.alanranger.com/photographic-workshops-near-me/sezincote-garden-photography-workshop,workshop,https://www.alanranger.com/photo-workshops-uk/photography-workshops-lavender-fields,"LAVENDER FIELD Photography Workshop - Gloucestershire July",150,InStock,"2026-05-29 11:00:00+00","2026-05-29 13:30:00+00",Gloucestershire,auto,
https://www.alanranger.com/photographic-workshops-near-me/lavender-photography-workshop-sunset-19,workshop,https://www.alanranger.com/photo-workshops-uk/photography-workshops-lavender-fields,"LAVENDER FIELD Photography Workshop - Gloucestershire July",150,InStock,"2026-07-04 17:00:00+00","2026-07-04 20:00:00+00",Cotswolds,auto,
https://www.alanranger.com/photographic-workshops-near-me/lavender-photography-workshop-sunset,workshop,https://www.alanranger.com/photo-workshops-uk/photography-workshops-lavender-fields,"LAVENDER FIELD Photography Workshop - Gloucestershire July",150,InStock,"2026-07-11 17:00:00+00","2026-07-11 20:00:00+00",Cotswolds,auto,
https://www.alanranger.com/photographic-workshops-near-me/garden-photography-workshop,workshop,https://www.alanranger.com/photo-workshops-uk/garden-photography-workshop,"The Art of GARDEN PHOTOGRAPHY  - Coventry -  May and July",35,InStock,"2026-07-12 15:00:00+00","2026-07-12 17:00:00+00",Coventry,auto,
https://www.alanranger.com/photographic-workshops-near-me/peak-district-photography-workshops-heathers-sunset,workshop,https://www.alanranger.com/photo-workshops-uk/peak-district-heather-photography-workshop,"PEAK DISTRICT HEATHER Photography Workshops - 16-17 Aug",145,InStock,"2026-08-15 18:15:00+00","2026-08-15 21:15:00+00","Peak District",auto,
https://www.alanranger.com/photographic-workshops-near-me/peak-district-photography-workshops-heathers-sunrise,workshop,https://www.alanranger.com/photo-workshops-uk/peak-district-heather-photography-workshop,"PEAK DISTRICT HEATHER Photography Workshops - 16-17 Aug",145,InStock,"2026-08-16 05:45:00+00","2026-08-16 08:45:00+00","Staffordshire - Upper Hulme",auto,
https://www.alanranger.com/photographic-workshops-near-me/lake-district-photography-workshop-late-summer,workshop,https://www.alanranger.com/photo-workshops-uk/lake-district-photography-workshop,"LAKE DISTRICT Photography Workshops - Jan - Mar - Sep - Nov",1050,InStock,"2026-09-18 09:30:00+00","2026-09-20 13:30:00+00","Lake District",auto,
https://www.alanranger.com/photographic-workshops-near-me/dartmoor-photography-workshop-woodlands,workshop,https://www.alanranger.com/photo-workshops-uk/dartmoor-photography-landscape-workshop,"DARTMOOR Photography Workshop - Landscapes - 10th - 12th Oct",875,InStock,"2026-10-09 14:00:00+00","2026-10-11 15:00:00+00",Dartmoor,auto,